sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
204743,"""Although DSCC Chairman Robert Menendez (D-N.J.) was still predicting victory Monday, even he conceded that it would have been 'better' if Coakley had laid out the differences between the candidates earlier.""",if Coakley had laid out the differences between the candidates earlier,it would have been 'better,136,205,108,133
204744,"""If a study came out that said 18 people were going to die on the bridge next year because of a mechanical issue, they'd shut it down and fix it,"" he said.",If a study came out that said 18 people were going to die on the bridge next year because of a mechanical issue,they'd shut it down and fix it,1,111,114,143
204745,"Medicare spent $473 billion less between 2009 and 2014 than it would have if previous cost-growth trends had continued, a marker of a slowdown in healthcare spending, the Department of Health and Human Services reported.",if previous cost-growth trends had continued,Medicare spent $473 billion less between 2009 and 2014 than it would have,74,117,0,72
204746,"Later, she told reporters, ""Helmut Kohl could rely on this friend of the Germans in the White House."" If not for Mr. Bush's sure-footed handling of those historic events, Ms. Merkel added, she ""would hardly be standing here.""",If not for Mr. Bush's sure-footed handling of those historic events,"she ""would hardly be standing here.""",102,168,189,224
204747,I'm not saying Trump is causing all of this but I really don't think that this would all be the same if Trump hadn't run his campaign.,if Trump hadn't run his campaign,{},101,132,-1,-1
204748,"""If we do nothing in view of the current issues then in five years if absolutely nothing changes anywhere, they'll run us over,"" he added.",If we do nothing in view of the current issues then in five years if absolutely nothing changes anywhere,they'll run us over,1,104,107,125
204749,"But if the government had rushed to pass legislation to capture better prices, it would have risked selling itself short, he said.",if the government had rushed to pass legislation to capture better prices,"it would have risked selling itself short, he said",4,76,79,128
204750,That should have left full-year forecasts - and shares - unchanged.,That should have left full-year forecasts - and shares - unchanged,{},0,65,-1,-1
204751,"If we shouldn't have that right, then food manufacturers should not have to indicate whether a food is genetically engineered.",If we shouldn't have that right,then food manufacturers should not have to indicate whether a food is genetically engineered,0,30,33,124
204752,I had started a job that had me traveling a few days a week - something I never would have done had I not become suddenly single.,had I not become suddenly single,something I never would have done,96,127,62,94
204753,"If conservatives had found a stronger challenger (one who hadn't posted patients' X-rays on Facebook then made offensive comments about them), and if the tea party establishment had spent real money here, Roberts could very well have lost.","If conservatives had found a stronger challenger (one who hadn't posted patients' X-rays on Facebook then made offensive comments about them), and if the tea party establishment had spent real money here",Roberts could very well have lost,0,202,205,237
204754,If I were covered fairly - like this should be a fair story.,If I were covered fairly,like this should be a fair story,0,23,27,58
204755,"If Mr. Trump had lost the Electoral College while winning the popular vote, an army of Republican lawyers would have descended on the courts and local election officials.",If Mr. Trump had lost the Electoral College while winning the popular vote,an army of Republican lawyers would have descended on the courts and local election officials,0,73,76,168
204756,"Over its first four years, it cost a mammoth 2.9% of GDPor rather, it would have done, had lawmakers not spent the next few years reversing it in an attempt to get deficits under control.",had lawmakers not spent the next few years reversing it in an attempt to get deficits under control,"Over its first four years, it cost a mammoth 2.9% of GDPor rather, it would have done",87,185,0,84
204757,I wonder if he would have got that gun if my father had locked it in his gun cabinet instead of leaving it loaded on top of it.,if my father had locked it in his gun cabinet instead of leaving it loaded on top of it,if he would have got that gun,39,125,9,37
204758,"He weighed in from afar on a range of issues in the meantime, but the digital messages from Arizona lacked the power they might have had if delivered in his always self-certain style on the Senate floor.",if delivered in his always self-certain style on the Senate floor,the digital messages from Arizona lacked the power they might have had,137,201,66,135
204759,"If, after all this, we got 80% of the votes, it would have meant we had done something wrong, Mr Saakashvili says in an interview.","If, after all this, we got 80% of the votes",it would have meant we had done something wrong,0,42,45,91
204760,"The writers of the Time article might have felt even more justified if they'd known that within a dozen years, the young man would be locked up in jail.",if they'd known that within a dozen years,the young man would be locked up in jail,68,108,111,150
204761,"One wonders how the book would have turned out had Boot taken a few more steps back from the fray, to place his lifelong ideological commitments in a wider frame.","had Boot taken a few more steps back from the fray, to place his lifelong ideological commitments in a wider frame",how the book would have turned out,47,160,12,45
204762,"Not...we wouldn't be on earth still if we hadn't solved problems, but that doesn't mean solving them is easy.",if we hadn't solved problems,we wouldn't be on earth still,36,63,6,34
204763,"""Had I not gotten pregnant that month specifically, I probably would have told my husband: 'I can't do this.""",Had I not gotten pregnant that month specifically,I probably would have told my husband: 'I can't do this,1,49,52,106
204764,"To put that into perspective, if an investor had bought $10,000 worth of Enbridge's stock 20 years ago, it would be worth about $116,000 today assuming they reinvested their dividends.","if an investor had bought $10,000 worth of Enbridge's stock 20 years ago","it would be worth about $116,000 today assuming they reinvested their dividends",30,101,104,182
204765,"If I'd have known back then, what I know about schools now, hopefully I would've had the courage and insight to refuse both attending school and military induction.","If I'd have known back then, what I know about schools now",I would've had the courage and insight to refuse both attending school and military induction,0,57,70,162
204766,"""To my shock, after filling out a questionnaire that asked about any previous experiences with sexual contact with another man, which I did not possess, but supposing that's an experience that happened, being turned away was a real possibility due to it.""",but supposing that's an experience that happened,being turned away was a real possibility due to it,153,200,203,252
204767,"""Chesky's Washington visit comes on the heels of an Airbnb report estimating that federal workers would have saved $413 million last fiscal year had they stayed in Airbnb properties rather than commercial hotels.""",had they stayed in Airbnb properties rather than commercial hotels,federal workers would have saved $413 million last fiscal year,145,210,82,143
204768,"If we had another shot, which ones would we choose? South Carolina's First, Washington's Third and Michigan's Sixth (everyone's going on the air there with ads).",If we had another shot,"which ones would we choose? South Carolina's First, Washington's Third and Michigan's Sixth (everyone's going on the air there with ads)",0,21,24,159
204769,I wish that I could be like the cool kids,I wish that I could be like the cool kids,{},0,40,-1,-1
204770,He agreed the economy was better off now than it would have been if policymakers had followed his call to raise rates early in the recovery.,if policymakers had followed his call to raise rates early in the recovery,the economy was better off now than it would have been,65,138,10,63
204771,"If the JPMorgan Healthcare Conference had rules like Fight Club, ""The first rule of JPMorgan is: You talk about new information first"" would top the list.",If the JPMorgan Healthcare Conference had rules like Fight Club,"""The first rule of JPMorgan is: You talk about new information first"" would top the list",0,62,65,152
204772,"Sinegal: If we had it to do over again in the Midwest, we probably would not have eliminated those units.",If we had it to do over again in the Midwest,we probably would not have eliminated those units,9,52,55,103
204773,"""I wish my town had an airport.""",I wish my town had an airport.,{},1,30,-1,-1
204774,"This won't happen, as Mr. McConnell has opposed such a course, and even if he wanted to pursue it, it isn't even clear that there is a simple majority that would support it.",if he wanted to pursue it,it isn't even clear that there is a simple majority that would support it,72,96,99,171
204775,"Had the board constructed a different deal along the lines of what the hedge fund had advocated, the transaction could have been tax free (instead of the half-billion dollar ""tax leakage"" the deal represents) and would have realized a higher return for investors.",Had the board constructed a different deal along the lines of what the hedge fund had advocated,the transaction could have been tax free,0,94,97,136
204776,"It was not, however, the ""global"" settlement some had hoped for, which would have also resolved the considerable federal civil claims against the company at the same time.","It was not, however, the ""global"" settlement some had hoped for, which would have also resolved the considerable federal civil claims against the company at the same time",{},0,169,-1,-1
204777,"Mr. Miller said it wouldn't have occurred should the regulator have alerted investors with money in the worst-offending funds, and ordered the asset managers that run them to lower their fees or adopt a truly active approach.",should the regulator have alerted investors with money in the worst-offending funds,it wouldn't have occurred,42,124,16,40
204778,12 that Florence would produce 50 percent more rainfall than if human-induced global warming had not occurred.,if human-induced global warming had not occurred,Florence would produce 50 percent more rainfall,61,108,8,54
204779,"Based on what she wrote, she likely would have known it would put your marriage at risk if you found out (and it's awfully convenient that she left that chat window open for you to see - almost intentional, don't you think?).",if you found out,it would put your marriage at risk,88,103,53,86
204780,If I'd wanted to do that I'd have gone back to British politics.,If I'd wanted to do that,I'd have gone back to British politics,0,23,25,62
204781,"If only some great moderate could bridge the gap between the two parties, and bring us all together towards the reasonable consensus! We cannot seem to understand that if there were a constituency for that middle position, someone would be occupying that space; if there is no one in that space, it is because the middle position has no constituency.",If only some great moderate could bridge the gap between the two parties,bring us all together towards the reasonable consensus,0,71,78,131
204782,"If you'd told me three months ago that I'd be putting Michele Bachmann here, I'd have asked you to please slow down on the sazerac intake.",If you'd told me three months ago that I'd be putting Michele Bachmann here,I'd have asked you to please slow down on the sazerac intake,0,74,77,136
204783,"""It's a deal that Nasdaq had to make to continue their expansion, but perhaps shareholders weren't as excited about this as they would have been with a deal with an exchange of LSE's caliber."" Nasdaq is taking on more debt for the acquisition, which spurred credit rating agency Moody's Investors Service to change the outlook on Nasdaq's ratings to ""negative"" from ""stable."" OMX shares were up nearly 11 percent at 199.50 crowns.",shareholders weren't as excited about this as they would have been with a deal with an exchange of LSE's caliber,{},78,189,-1,-1
204784,"Going back over nearly 30 years, if you had started taking the dividends from an equity portfolio in 1989, you would have received an income of just under 4 per cent of your portfolio.",if you had started taking the dividends from an equity portfolio in 1989,you would have received an income of just under 4 per cent of your portfolio,33,104,107,182
204785,"Mr. Surace said it was because the union in Chicago had been very active and had he not brought the union back the ""workers would have been outside protesting"". In the Pennsylvania factory, Surace said the union had not been as ""active"" as the UE workers in Chicago and hence he saw no reason to bring the union back.",had he not brought the union back,"the ""workers would have been outside protesting""",77,109,111,158
204786,"Had an undocumented immigrant murdered four people in 10 days and admitted to being a serial killer, the presidential tweets wouldn't be a matter of if, but instead a matter of how many, how nasty, and how politically craven, despite the fact that immigrants are less likely than U.S.-born Americans to commit crime.",Had an undocumented immigrant murdered four people in 10 days and admitted to being a serial killer,"the presidential tweets wouldn't be a matter of if, but instead a matter of how many, how nasty, and how politically craven, despite the fact that immigrants are less likely than U.S.-born Americans to commit crime",0,98,101,314
204787,"If she had seen Romero's old profile, back when he was bigger, she probably would not have responded, she says.","If she had seen Romero's old profile, back when he was bigger","she probably would not have responded, she says",0,60,63,109
204788,"But as a practical matter, I'd have to say that some of the girls I dated in college would likely not have gone back to my dorm with me had I not payed for the dinner and the movie, so to speak.",had I not payed for the dinner and the movie,some of the girls I dated in college would likely not have gone back to my dorm with me,136,179,48,134
204789,"It may be that had Jackson challenged the delegation provision by arguing that these common procedures as applied to the delegation provision rendered that provision unconscionable, the challenge should have been considered by the court.",had Jackson challenged the delegation provision by arguing that these common procedures as applied to the delegation provision rendered that provision unconscionable,the challenge should have been considered by the court,15,179,182,235
204790,"If he could have talked to those young soldiers who came to fold the flag from his funeral, and who stayed to share a meal after the ceremony, he would have thanked them.",If he could have talked to those young soldiers,he would have thanked them,0,46,143,168
204791,"Had the share price remained flat, the yield would be about 4%, among the highest of its peers.",Had the share price remained flat,the yield would be about 4,0,32,35,60
204792,If the House Oversight Committee Republicans had shown up for Michael Cohen's testimony in clown makeup and purple hula skirts their performance couldn't have been more pitiful Wednesday.,If the House Oversight Committee Republicans had shown up for Michael Cohen's testimony in clown makeup and purple hula skirts,their performance couldn't have been more pitiful Wednesday,0,125,127,185
204793,Mr. Trump has repeatedly claimed that the agreement would have enough votes to pass immediately if it were brought to the floor; Democrats quietly concede that he is probably right..,if it were brought to the floor,the agreement would have enough votes to pass immediately,96,126,38,94
204794,"Bill Gates has warned that the world will need to react more quickly next time there is a deadly outbreak similar to Ebola, arguing the disease would have spread more widely were it not for ""a bit of luck"".","were it not for ""a bit of luck""",the disease would have spread more widely,174,204,132,172
204795,"""the man I am today."" However, the photo would seem to be absolutely condemning of the person Northam was at that time, and if he had genuinely wanted to demonstrate that he did not share these attitudes, the governor could have have exposed and condemned the photo himself long ago.",if he had genuinely wanted to demonstrate that he did not share these attitudes,the governor could have have exposed and condemned the photo himself long ago,124,202,205,281
204796,"If his warmth were confined to generalities, that rationale might seem plausible.",If his warmth were confined to generalities,that rationale might seem plausible,0,42,45,79
204797,"Germans on social media shared reflections of what their lives would have been like #ohneMauerfall (without the fall of the wall): opportunities not taken, partners not met, freedoms not enjoyed.",without the fall of the wall,what their lives would have been like,100,127,46,82
204798,"If Boehner had wanted to pass the funding bill without needing Democratic support, he would have needed 218 Republican votes-at least 90% of the House GOP Conference.",If Boehner had wanted to pass the funding bill without needing Democratic support,he would have needed 218 Republican votes-at least 90% of the House GOP Conference,0,80,83,164
204799,"ANDREA MITCHELL interviews HILLARY CLINTON for NBC News and MSNBC's ""Mitchell Reports"" - Hillary on using personal email while in office: ""I certainly wish that I had made a different choice.""",I certainly wish that I had made a different choice.,{},139,190,-1,-1
204800,"As a new analysis from the Center for Automotive Research found, had GM and Chrysler failed altogether, the result could have been 4.1 million jobs lost across the U.S.",had GM and Chrysler failed altogether,the result could have been 4.1 million jobs lost across the U.S,65,101,104,166
204801,"I think if this had been conceptualized as ""behavioral overuse"" it could have avoided the technopanic and moral panic angle, while also actually reaching out to a wider array of patients.","if this had been conceptualized as ""behavioral overuse""",it could have avoided the technopanic and moral panic angle,8,62,64,122
204802,"""Even more important is that -- everyone says I pushed the adjustable rate mortgage -- well if in fact I had, somebody who took out an adjustable rate mortgage and refinanced 18 months later would have made a profit, because the mortgage rate didn't move.""",if in fact I had,"somebody who took out an adjustable rate mortgage and refinanced 18 months later would have made a profit, because the mortgage rate didn't move",92,107,110,253
204803,"At least, that's what it would have been called by Republicans if Dems had done this during the Bush administration.",if Dems had done this during the Bush administration,that's what it would have been called by Republicans,63,114,10,61
204804,"But even if he had reacted more quickly, the explosive mixture would probably have blown up under him anyway.",even if he had reacted more quickly,the explosive mixture would probably have blown up under him anyway,4,38,41,107
204805,"In response to the barrage of bad press, the company issued a release in which it highlighted that if such a court order had existed, it would have compelled the company to release information, and it would have required that the company make no disclosure that the order ever existed.",if such a court order had existed,"it would have compelled the company to release information, and it would have required that the company make no disclosure that the order ever existed",99,131,134,283
204806,"If she truly followed protocol for her rehab, they should have owned up to their mistake or to a poor manufacturing technique.",If she truly followed protocol for her rehab,they should have owned up to their mistake or to a poor manufacturing technique,0,43,46,124
204807,"""The findings, published in The Journal of Alzheimer's Disease by researchers at Arizona State University, do not prove that Mr. Reagan exhibited signs of dementia that would have adversely affected his judgment and ability to make decisions in office should it have actually been present.""",should it have actually been present,would have adversely affected his judgment and ability to make decisions in office,252,287,169,250
204808,Later my boss was so impressed with my work that he said that I was his best employee! He just did his job and I did mine.Imagine if I would have think that he's passive aggressive what would have happened to me? I'd feel bad and not up to the task.,Imagine if I would have think that he's passive aggressive,what would have happened to me? I'd feel bad and not up to the task,122,179,181,247
204809,"Personally, I love Pinterest's business model, and would have loved to buy the stock at its IPO price, had I succeeded in winning an allotment of the over-subscribed issue.",had I succeeded in winning an allotment of the over-subscribed issue,would have loved to buy the stock at its IPO price,103,170,51,100
204810,"If, on the other hand, he had shown that he truly understood how much he had hurt women by talking about them so rudely and had he shown he had empathy for their hurt feelings he could have gone far in terms of redeeming himself.","If, on the other hand, he had shown that he truly understood how much he had hurt women by talking about them so rudely and had he shown he had empathy for their hurt feelings",he could have gone far in terms of redeeming himself,0,174,176,227
204811,Lagarde said China had showed leadership and adept policy skills when the global financial crisis exploded and which might have been worse but for the impetus it provided to growth and stability.,when the global financial crisis exploded and which might have been worse,but for the impetus it provided to growth and stability,65,137,139,193
204812,"If your loved one had cancer, you would look into different doctors, treatment practices, and hospitals before choosing a treatment team.",If your loved one had cancer,"you would look into different doctors, treatment practices, and hospitals before choosing a treatment team",0,27,30,135
204813,"If McCain weren't on the ballot, Obama would have contested this state from the beginning.","If McCain weren't on the ballot, Obama would have contested this state from the beginning",{},0,88,-1,-1
204814,"The Democrats, she argues, would have done better if they hadn't been so insistent that Brett M.",if they hadn't been so insistent,"The Democrats, she argues, would have done better",50,81,0,48
204815,"If Google wanted to promote walking, it could have framed it ""in terms of strength and how it makes you feel,"" Ms. Mysko said..",If Google wanted to promote walking,it could have framed it,0,34,37,59
204816,"If not for disagreeing about what the science shows, I would not have assumed you would agree that the tail risks are big enough and are different from, say, health care, or tax policy, or a bunch of other issues, that the idea of taking out some insurance and doing some action on climate makes sense.",If not for disagreeing about what the science shows,"I would not have assumed you would agree that the tail risks are big enough and are different from, say, health care, or tax policy, or a bunch of other issues, that the idea of taking out some insurance and doing some action on climate makes sense",0,50,53,300
204817,"Proponents of natural gas may have expected that the rule would follow the lead of its predecessor, the 2011 phase 1 heavy duty engines rule, which created 'a small balanced incentive for natural gas use,' as the EPA and DOT wrote in the phase 2 proposal.",Proponents of natural gas may have expected that the rule would follow the lead of its predecessor,{},0,97,-1,-1
204818,"If a new government came to power and changed the countrys Western foreign-policy orientation, a huge strategic prize would have dropped into the lap of Vladimir Putin, delivered to him by pro-Europeans.",If a new government came to power and changed the countrys Western foreign-policy orientation,"a huge strategic prize would have dropped into the lap of Vladimir Putin, delivered to him by pro-Europeans",0,92,95,201
204819,"If the job of socialization of children were being successfully accomplished without it in this time and place, or if almost all children throughout history had been demonstrably harmed, then your theory would hold water.","If the job of socialization of children were being successfully accomplished without it in this time and place, or if almost all children throughout history had been demonstrably harmed",your theory would hold water,0,184,192,219
204820,"Barack Obama, Illinois's freshman Democrat, applied to the expression of old banalities a fluency that would be beguiling were it without content.",were it without content,applied to the expression of old banalities a fluency that would be beguiling,122,144,44,120
204821,"While one could argue that those redemptions were customers who wouldn't have come in without their free burrito coupon, the fact that they did come in is still a positive sign for Chipotle's brand health.",those redemptions were customers who wouldn't have come in without their free burrito coupon,the fact that they did come in is still a positive sign for Chipotle's brand health,27,118,121,203
204822,It may be that America would have exercised the same caution in Libya even if it had not been for Iraq.,even if it had not been for Iraq,It may be that America would have exercised the same caution in Libya,70,101,0,68
204823,"Now if the aerospace lobby had told us after the 1986 Challenger disaster that the key to better performance was to turbocharge the engines and quit performing preflight inspections, everyone would have agreed that they were crazy.",if the aerospace lobby had told us after the 1986 Challenger disaster that the key to better performance was to turbocharge the engines and quit performing preflight inspections,everyone would have agreed that they were crazy,4,180,183,229
204824,"Like Life Technologies (Nasdaq: LIFE), which sells similar products, StemCells reagent sales would be severely hurt if the ban had gone through.",if the ban had gone through,StemCells reagent sales would be severely hurt,116,142,69,114
204825,And they'll be a $1 trillion lower than they otherwise would have been if we hadn't done health care reform for the following decade.,if we hadn't done health care reform for the following decade,they'll be a $1 trillion lower than they otherwise would have been,71,131,4,69
204826,"If anyone would have told me when I weighed 190 pounds that I could be healthy again, that I would feel amazing inside and out, that I would feel like I did in my 20s and all I would need to do is start on this lifestyle journey, I would have never believed them.","If anyone would have told me when I weighed 190 pounds that I could be healthy again, that I would feel amazing inside and out, that I would feel like I did in my 20s and all I would need to do is start on this lifestyle journey",I would have never believed them,0,227,230,261
204827,"""We know that if we would have had more women, pro-choice women in office, this wouldn't have happened,"" she said.","if we would have had more women, pro-choice women in office",this wouldn't have happened,14,72,75,101
204828,"Can you talk a little bit about what somebody might expect in terms of how they work with an overseas physician compared to what they're used to in the US? Josef: Yeah, I have to tell you if I hadn't seen this with my own eyes and actually hadn't been a medical traveler myself, I just wouldn't have believed it.",if I hadn't seen this with my own eyes and actually hadn't been a medical traveler myself,I just wouldn't have believed it,188,276,279,310
204829,"He added, for good measure, that had metadata been collected before 9/11, the agency might have joined the dots between intercepted calls to al-Qaeda and one of the future hijackers, then in California.",had metadata been collected before 9/11,the agency might have joined the dots between intercepted calls to al-Qaeda and one of the future hijackers,33,71,74,180
204830,"If anyone, outside Mr. Bush's rapidly shrinking circle of enablers, still had doubts about that, the events of last week should have erased them.....","If anyone, outside Mr. Bush's rapidly shrinking circle of enablers, still had doubts about that",the events of last week should have erased them,0,94,97,143
204831,The question would be not so much Can a computer think? as Can my computer understand me well enough to do what I want it to do? If enough users answered Yes! the Turing test would have been passed in perhaps its most challenging and down-to-Earth form: that of a product in the market place.,If enough users answered Yes,the Turing test would have been passed in perhaps its most challenging and down-to-Earth form: that of a product in the market place,129,156,159,290
204832,"Insiders acknowledged that uncertainty caused by a potential change of government next May may have contributed to bidders' nervousness, so if the government doesn't give out a clear regulation, the situation will not change, but giving a clear regulation is as simple as calculating 1+1 for the governors so it is all but certain.",if the government doesn't give out a clear regulation,the situation will not change,140,192,195,223
204833,Triumph of the proletariat Nixon might not have visited Communist China in 1972 -- and Communist China might not have existed at all -- if not for the publication of The Communist Manifesto on Feb.,if not for the publication of The Communist Manifesto on Feb,Nixon might not have visited Communist China in 1972 -- and Communist China might not have existed at all,136,195,27,131
204834,"CT-Gov: Rell Vulnerable Had She Stuck Around, Says Q PollRepublicans received a blow to their bid to hang onto the Connecticut statehouse yesterday, when incumbent Governor Jodi Rell announced she would not seek another term.",Had She Stuck Around,Says Q PollRepublicans received a blow to their bid to hang onto the Connecticut statehouse yesterday,24,43,46,146
204835,"Perhaps if Verizon's deal had come around before the failed AT&T/T-Mobile merger proposal raised the country's anticompetitive awareness, it could pass muster with hardly a glance.",Perhaps if Verizon's deal had come around before the failed AT&T/T-Mobile merger proposal raised the country's anticompetitive awareness,it could pass muster with hardly a glance,0,135,138,178
204836,"If you had invested the same amount in a fund that did just as well as the S&P 500, but charged a 1% expense ratio, your investment would have grown to $173,800.","If you had invested the same amount in a fund that did just as well as the S&P 500, but charged a 1% expense ratio","your investment would have grown to $173,800",0,113,116,159
204837,"She said hospitals had been asked to cut their costs in real terms by 4 per cent annually since 2011, adding that this was ""the equivalent of spending this year Â£750 in real terms on a patient that you would have spent Â£1000 on in 2010"".",you would have spent Â£1000 on in 2010,{},199,236,-1,-1
204838,"To put things another way, if America had labour laws that were uniform from state to state like any other normal economic power, rather than a race-to-the-bottom system where states are pressured to weaken labour laws in order to entice employers, then there would have been no reason for Boeing to move production.","if America had labour laws that were uniform from state to state like any other normal economic power, rather than a race-to-the-bottom system where states are pressured to weaken labour laws in order to entice employers",there would have been no reason for Boeing to move production,27,246,254,314
204839,"Perhaps that's true and if I had sufficient motivation, I could martial this response into an effective way to work with sociopaths.",if I had sufficient motivation,I could martial this response into an effective way to work with sociopaths,24,53,56,130
204840,"According to the Center on Budget and Policy Priorities, the House Republican budget plan for fiscal year 2017 (if it had passed) would have led to a reduction in Medicaid spending by $1 trillion over a decade.",if it had passed,would have led to a reduction in Medicaid spending by $1 trillion over a decade,112,127,130,208
204841,"""If our costs still go up 10 percent a year, we don't know if that would have been 25 percent if we hadn't done this.""",if we hadn't done this,we don't know if that would have been 25 percent,94,115,45,92
204842,"I think if you had asked me if I was happy I would have said yes, because I'm an optimist and part of me always is.",if you had asked me if I was happy,I would have said yes,8,41,43,63
204843,"If they had not, they might have noticed that after the still-secret exercises of Jade Helm 15, the state of Texas found itself an American state, and subject to American law.",If they had not,"they might have noticed that after the still-secret exercises of Jade Helm 15, the state of Texas found itself an American state, and subject to American law",0,14,17,173
204844,"Based on its calculations, Kerlikowske's team estimated that about 39 percent of breast cancers in younger, premenopausal women could have been prevented if those in the two higher tissue density categories had been shifted to a lower density category.",if those in the two higher tissue density categories had been shifted to a lower density category,"about 39 percent of breast cancers in younger, premenopausal women could have been prevented",154,250,61,152
204845,"If Mrs Holland had not used her insurance card and instead paid outright herself, she would have been charged roughly $107 for 10 tablets of generic Tamiflu, according to several pharmacies contacted by the Financial Times; due to this, the insurance company is now re-examining its policies.",If Mrs Holland had not used her insurance card and instead paid outright herself,she would have been charged roughly $107 for 10 tablets of generic Tamiflu,0,79,82,155
204846,Not to mention that he could have easily afforded and hired attractive young escorts if that is all he wanted.,if that is all he wanted,he could have easily afforded and hired attractive young escorts,85,108,20,83
204847,"But that bill passed 84-8, with just six Democratic senators voting no (the number probably would have been higher had the seven senators in Miami for the presidential debates been present).",had the seven senators in Miami for the presidential debates been present,the number probably would have been higher,115,187,72,113
204848,"""If there was a Hall of Fame for budget directors, then Jack Lew surely would have earned a place for his service in that role under President Clinton when he helped balance the federal budget after years of deficits,"" Obama said.",If there was a Hall of Fame for budget directors,then Jack Lew surely would have earned a place for his service,1,48,51,112
204849,"Even if Mr Grillo had not repeatedly forecast a victory for M5S, its result, four points lower than in last years general election, would have been a setback.",Even if Mr Grillo had not repeatedly forecast a victory for M5S,"its result, four points lower than in last years general election, would have been a setback",0,62,65,156
204850,"And if Republicans had won on Tuesday, Ryan would have taken that as a sign that people wanted tax cuts for corporations and the wealthy.",if Republicans had won on Tuesday,Ryan would have taken that as a sign that people wanted tax cuts for corporations and the wealthy,4,36,39,135
204851,"If, early this year, you had bought call options on a stock like Titanium Metals (NYSE:TIE), which supplies -- you guessed it -- titanium (to the airline industry, among others), you would have made a good trade.","If, early this year, you had bought call options on a stock like Titanium Metals (NYSE:TIE), which supplies -- you guessed it -- titanium (to the airline industry, among others)",you would have made a good trade,0,176,179,210
204852,"Were it not for a camera that was completely forgotten, Marcus Jeter, who was being charged with assaulting an officer and was also accused of ""going for the gun"" of the officer, would be serving a long jail sentence today.",Were it not for a camera that was completely forgotten,"Marcus Jeter, who was being charged with assaulting an officer and was also accused of ""going for the gun"" of the officer, would be serving a long jail sentence today",0,53,56,221
204853,"""If there was any way I could have not given him life in prison I would have done it,"" the judge told a local newspaper.",If there was any way I could have not given him life in prison,I would have done it,1,62,64,83
204854,If the rugged-individualist right-wingers had their way we'd still be riding around in death-trap jalopies that threw ya through the windshield or gored you on the steering wheel.,If the rugged-individualist right-wingers had their way,we'd still be riding around in death-trap jalopies that threw ya through the windshield or gored you on the steering wheel,0,54,56,177
204855,"I am Jewish, but if I had been alive then, and Adolph Hitler has been captured at the end of the war, I would like to believe I would not have wanted him executed.","if I had been alive then, and Adolph Hitler has been captured at the end of the war",I would not have wanted him executed,17,99,126,161
204856,"JAL went with the European maker, Ueki said, in part because it was worried about the risk of being a launch customer for new aircraft, a commitment it would have had to make had it opted to pick the Boeing 777X.",had it opted to pick the Boeing 777X,"being a launch customer for new aircraft, a commitment it would have had to make",175,210,94,173
204857,"Were I an owner of National City (NYSE:NCC), I'd be a bit concerned.",Were I an owner of National City,I'd be a bit concerned,0,31,45,66
204858,"I wish - if I was a magic genie and could give that to everyone, and we could afford it, I would.","if I was a magic genie and could give that to everyone, and we could afford it",I would,9,86,89,95
204859,"What is left in Electra's ragbag are assets that would have been sold by now, had they attracted decent bids.",had they attracted decent bids,assets that would have been sold by now,78,107,37,75
204860,"""In retrospect, for instance, I ought to have been more cautious about expanding the business early in the post-crisis rebound,"" he said.",I ought to have been more cautious about expanding the business early in the post-crisis rebound,{},30,125,-1,-1
204861,"Most issuers would support their own money funds, even if they had to add cash to keep that share price at $1, says Peter Crane, of Crane Data, (cranedata.us), a Westboro, Mass., money market fund research firm.","even if they had to add cash to keep that share price at $1, says Peter Crane, of Crane Data, (cranedata.us), a Westboro, Mass., money market fund research firm",Most issuers would support their own money funds,50,209,0,47
204862,"If they had paid more attention to how their own developing role as a publisher would reshape their business-as well as the newspaper business-rather than stubbornly insisting they bore no responsibility for cultural and political disruption, they would not be in this catastrophic mess.",If they had paid more attention to how their own developing role as a publisher would reshape their business-as well as the newspaper business-rather than stubbornly insisting they bore no responsibility for cultural and political disruption,they would not be in this catastrophic mess,0,240,243,285
204863,"""If we didn't have somebody raising interest rates and do quantitative tightening we would have been over 4 percent instead of at 3.1 percent"" in terms of economic growth, Trump told Fox Business.",If we didn't have somebody raising interest rates and do quantitative tightening,we would have been over 4 percent instead of at 3.1 percent,1,80,82,140
204864,"""The way bacteria multiply, if there weren't natural mechanisms to limit their growth, they would have covered the planet and eaten us all eons ago,"" Dr. William Schaffner, an infectious disease specialist at Vanderbilt University, said..","The way bacteria multiply, if there weren't natural mechanisms to limit their growth",they would have covered the planet and eaten us all eons ago,1,84,87,146
204865,His arrest and imprisonment were expected and could have been avoided.,His arrest and imprisonment were expected and could have been avoided,{},0,68,-1,-1
204866,"Almost three-quarters said they let unpaid bills pile up, while more than half said they had taken out loans they otherwise would not have applied for.",they had taken out loans they otherwise would not have applied for,{},84,149,-1,-1
204867,"The Centre for European Reform, a research group that focuses on the European Union, said the British economy is about 2.5 percent smaller than it would have been if the public have voted to remain in the bloc in June 2016.",if the public have voted to remain in the bloc in June 2016,the British economy is about 2.5 percent smaller than it would have been,163,221,90,161
204868,And we wouldn't have that disclosure if McGahn hadn't told Mueller about it.,if McGahn hadn't told Mueller about it,we wouldn't have that disclosure,37,74,4,35
